ticker,Name,Sector,Industry
RHP,"Ryman Hospitality Properties, Inc.",Consumer Services,Real Estate Investment Trusts
STBA,"S&T Bancorp, Inc.",Finance,Major Banks
SANW,S&W Seed Company,Consumer Non-Durables,Farming/Seeds/Milling
SBRA,"Sabra Health Care REIT, Inc.",Consumer Services,Real Estate Investment Trusts
SABR,Sabre Corporation,Technology,"Computer Software: Programming, Data Processing"
SB,"Safe Bulkers, Inc",Transportation,Marine Transportation
SFE,"Safeguard Scientifics, Inc.",Finance,Finance/Investors Services
SAFT,"Safety Insurance Group, Inc.",Finance,Property-Casualty Insurers
SAGE,"Sage Therapeutics, Inc.",Health Care,Major Pharmaceuticals
SAIA,"Saia, Inc.",Transportation,Trucking Freight/Courier Services
SALM,"Salem Media Group, Inc.",Consumer Services,Broadcasting
CRM,Salesforce.com Inc,Technology,Computer Software: Prepackaged Software
SBH,"Sally Beauty Holdings, Inc.",Consumer Services,Other Specialty Stores
SJT,San Juan Basin Royalty Trust,Energy,Oil & Gas Production
SN,Sanchez Energy Corporation,Energy,Oil & Gas Production
SAFM,"Sanderson Farms, Inc.",Consumer Non-Durables,Meat/Poultry/Fish
SD,"SandRidge Energy, Inc.",Energy,Oil & Gas Production
SDT,SandRidge Mississippian Trust I,Energy,Oil & Gas Production
SDR,SandRidge Mississippian Trust II,Energy,Oil & Gas Production
PER,SandRidge Permian Trust,Energy,Oil & Gas Production
SASR,"Sandy Spring Bancorp, Inc.",Finance,Major Banks
SGMO,"Sangamo Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SANM,Sanmina Corporation,Technology,Electrical Products
SNY,Sanofi,Health Care,Major Pharmaceuticals
SC,Santander Consumer USA Holdings Inc.,Finance,Finance: Consumer Services
SAP,SAP SE,Technology,Computer Software: Prepackaged Software
SPNS,Sapiens International Corporation N.V.,Technology,Computer Software: Prepackaged Software
SRPT,"Sarepta Therapeutics, Inc.",Health Care,Major Pharmaceuticals
SSL,Sasol Ltd.,Energy,Oil & Gas Production
SBAC,SBA Communications Corporation,Consumer Services,Real Estate Investment Trusts
SCG,Scana Corporation,Public Utilities,Power Generation
SCSC,"ScanSource, Inc.",Technology,Retail: Computer Software & Peripheral Equipment
SLB,Schlumberger N.V.,Energy,Oilfield Services/Equipment
SCHL,Scholastic Corporation,Consumer Services,Books
SWM,"Schweitzer-Mauduit International, Inc.",Basic Industries,Paper
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,Technology,EDP Services
SGMS,Scientific Games Corp,Technology,EDP Services
SALT,Scorpio Bulkers Inc.,Transportation,Marine Transportation
STNG,Scorpio Tankers Inc.,Transportation,Marine Transportation
SMG,Scotts Miracle-Gro Company (The),Basic Industries,Agricultural Chemicals
SNI,"Scripps Networks Interactive, Inc",Consumer Services,Television Services
SCYX,"SCYNEXIS, Inc.",Health Care,Major Pharmaceuticals
SA,"Seabridge Gold, Inc.",Basic Industries,Precious Metals
SEAC,"SeaChange International, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
SBCF,Seacoast Banking Corporation of Florida,Finance,Major Banks
CKH,"SEACOR Holdings, Inc.",Transportation,Marine Transportation
SDRL,Seadrill Limited,Energy,Oil & Gas Production
SDLP,Seadrill Partners LLC,Energy,Oil & Gas Production
STX,Seagate Technology PLC,Technology,Electronic Components
SEE,Sealed Air Corporation,Basic Industries,Major Chemicals
SHLD,Sears Holdings Corporation,Consumer Services,Department/Specialty Retail Stores
SHOS,"Sears Hometown and Outlet Stores, Inc.",Consumer Services,Department/Specialty Retail Stores
SSW,Seaspan Corporation,Transportation,Marine Transportation
SGEN,"Seattle Genetics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SEAS,"SeaWorld Entertainment, Inc.",Consumer Services,Services-Misc. Amusement & Recreation
EYES,"Second Sight Medical Products, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SEIC,SEI Investments Company,Finance,Investment Bankers/Brokers/Service
SIR,Select Income REIT,Consumer Services,Real Estate Investment Trusts
SEM,Select Medical Holdings Corporation,Health Care,Hospital/Nursing Management
SIGI,"Selective Insurance Group, Inc.",Finance,Property-Casualty Insurers
SEMG,Semgroup Corporation,Energy,Oilfield Services/Equipment
SRE,Sempra Energy,Public Utilities,Natural Gas Distribution
SMTC,Semtech Corporation,Technology,Semiconductors
SNH,Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts
SNMX,"Senomyx, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
ST,Sensata Technologies Holding N.V.,Capital Goods,Industrial Machinery/Components
SXT,Sensient Technologies Corporation,Basic Industries,Major Chemicals
SQNS,Sequans Communications S.A.,Technology,Semiconductors
SQBG,"Sequential Brands Group, Inc.",Consumer Non-Durables,Apparel
SCI,Service Corporation International,Consumer Services,Other Consumer Services
SERV,"ServiceMaster Global Holdings, Inc.",Consumer Services,Other Consumer Services
NOW,"ServiceNow, Inc.",Technology,Computer Software: Prepackaged Software
SREV,"ServiceSource International, Inc.",Miscellaneous,Business Services
SFBS,"ServisFirst Bancshares, Inc.",Finance,Major Banks
SMED,Sharps Compliance Corp,Basic Industries,Environmental Services
SJR,Shaw Communications Inc.,Consumer Services,Television Services
SHLX,"Shell Midstream Partners, L.P.",Energy,Natural Gas Distribution
SHEN,Shenandoah Telecommunications Co,Public Utilities,Telecommunications Equipment
SHW,Sherwin-Williams Company (The),Consumer Services,RETAIL: Building Materials
SHLO,"Shiloh Industries, Inc.",Capital Goods,Industrial Specialties
SFL,Ship Finance International Limited,Transportation,Marine Transportation
SHPG,Shire plc,Health Care,Major Pharmaceuticals
SCVL,"Shoe Carnival, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
SFLY,"Shutterfly, Inc.",Miscellaneous,Other Consumer Services
SSTK,"Shutterstock, Inc.",Technology,EDP Services
SBGL,Sibanye Gold Limited,Basic Industries,Precious Metals
SIEN,"Sientra, Inc.",Health Care,Industrial Specialties
BSRR,Sierra Bancorp,Finance,Major Banks
SWIR,"Sierra Wireless, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
SIFY,Sify Technologies Limited,Technology,"Computer Software: Programming, Data Processing"
SIGM,"Sigma Designs, Inc.",Technology,Semiconductors
SBNY,Signature Bank,Finance,Major Banks
SIG,Signet Jewelers Limited,Consumer Services,Consumer Specialties
SLAB,"Silicon Laboratories, Inc.",Technology,Semiconductors
SIMO,Silicon Motion Technology Corporation,Technology,Semiconductors
SPIL,"Siliconware Precision Industries Company, Ltd.",Technology,Semiconductors
SSNI,"Silver Spring Networks, Inc.",Technology,Computer Communications Equipment
SFNC,Simmons First National Corporation,Finance,Major Banks
SPG,"Simon Property Group, Inc.",Consumer Services,Real Estate Investment Trusts
SSD,"Simpson Manufacturing Company, Inc.",Capital Goods,Industrial Machinery/Components
SLP,"Simulations Plus, Inc.",Technology,EDP Services
SINA,Sina Corporation,Technology,Computer Software: Prepackaged Software
SBGI,"Sinclair Broadcast Group, Inc.",Consumer Services,Broadcasting
SVA,"Sinovac Biotech, Ltd.",Health Care,Major Pharmaceuticals
SIRI,Sirius XM Holdings Inc.,Consumer Services,Broadcasting
SIX,Six Flags Entertainment Corporation New,Consumer Services,Services-Misc. Amusement & Recreation
SJW,SJW Group,Public Utilities,Water Supply
SKM,"SK Telecom Co., Ltd.",Public Utilities,Telecommunications Equipment
SKX,"Skechers U.S.A., Inc.",Consumer Non-Durables,Shoe Manufacturing
SKYW,"SkyWest, Inc.",Transportation,Air Freight/Delivery Services
SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors
SLG,SL Green Realty Corporation,Consumer Services,Real Estate Investment Trusts
SLM,SLM Corporation,Finance,Finance: Consumer Services
SM,SM Energy Company,Energy,Oil & Gas Production
SFS,Smart,Consumer Services,Food Chains
SNN,"Smith & Nephew SNATS, Inc.",Health Care,Industrial Specialties
SMSI,"Smith Micro Software, Inc.",Technology,Computer Software: Prepackaged Software
SNA,Snap-On Incorporated,Capital Goods,Industrial Machinery/Components
LNCE,"Snyder&#39;s-Lance, Inc.",Consumer Non-Durables,Specialty Foods
SQM,Sociedad Quimica y Minera S.A.,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SOHU,Sohu.com Inc.,Technology,EDP Services
SONC,Sonic Corp.,Consumer Services,Restaurants
SONS,"Sonus Networks, Inc.",Technology,EDP Services
SNE,Sony Corp Ord,Consumer Non-Durables,Consumer Electronics/Appliances
SORL,"SORL Auto Parts, Inc.",Capital Goods,Auto Parts:O.E.M.
SRNE,"Sorrento Therapeutics, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
BID,Sotheby&#39;s,Miscellaneous,Business Services
SJI,"South Jersey Industries, Inc.",Public Utilities,Oil/Gas Transmission
SSB,South State Corporation,Finance,Major Banks
SXE,"Southcross Energy Partners, L.P.",Public Utilities,Natural Gas Distribution
SO,Southern Company (The),Public Utilities,Electric Utilities: Central
SCCO,Southern Copper Corporation,Basic Industries,Precious Metals
SBSI,"Southside Bancshares, Inc.",Finance,Major Banks
LUV,Southwest Airlines Company,Transportation,Air Freight/Delivery Services
SWX,"Southwest Gas Holdings, Inc.",Public Utilities,Oil & Gas Production
SWN,Southwestern Energy Company,Energy,Oil & Gas Production
SP,SP Plus Corporation,Consumer Services,Rental/Leasing Companies
SPAR,"Spartan Motors, Inc.",Capital Goods,Auto Manufacturing
SPTN,SpartanNash Company,Consumer Non-Durables,Food Distributors
SPA,Sparton Corporation,Technology,Electrical Products
SEP,"Spectra Energy Partners, LP",Public Utilities,Natural Gas Distribution
SPPI,"Spectrum Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
TRK,"Speedway Motorsports, Inc.",Consumer Services,Services-Misc. Amusement & Recreation
ANY,Sphere 3D Corp.,Technology,EDP Services
SR,Spire Inc.,Public Utilities,Oil/Gas Transmission
SPR,"Spirit Aerosystems Holdings, Inc.",Capital Goods,Military/Government/Technical
SAVE,"Spirit Airlines, Inc.",Transportation,Air Freight/Delivery Services
SRC,"Spirit Realty Capital, Inc.",Consumer Services,Building operators
SPLK,Splunk Inc.,Technology,Computer Software: Prepackaged Software
SPOK,"Spok Holdings, Inc.",Public Utilities,Telecommunications Equipment
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",Consumer Services,Other Specialty Stores
SRLP,Sprague Resources LP,Energy,Oil Refining/Marketing
S,Sprint Corporation,Public Utilities,Telecommunications Equipment
SFM,"Sprouts Farmers Market, Inc.",Consumer Services,Food Chains
SPSC,"SPS Commerce, Inc.",Technology,Computer Software: Prepackaged Software
SSNC,"SS&C Technologies Holdings, Inc.",Technology,Computer Software: Prepackaged Software
JOE,St. Joe Company (The),Consumer Services,Homebuilding
STAA,STAAR Surgical Company,Health Care,Ophthalmic Goods
STAG,"Stag Industrial, Inc.",Consumer Services,Real Estate Investment Trusts
SSI,"Stage Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
STMP,Stamps.com Inc.,Miscellaneous,Business Services
SMP,"Standard Motor Products, Inc.",Capital Goods,Auto Parts:O.E.M.
SXI,Standex International Corporation,Technology,Industrial Machinery/Components
SWK,"Stanley Black & Decker, Inc.",Capital Goods,Industrial Machinery/Components
SBLK,Star Bulk Carriers Corp.,Transportation,Marine Transportation
SGU,"Star Group, L.P.",Consumer Services,Other Specialty Stores
SBUX,Starbucks Corporation,Consumer Services,Restaurants
SRT,"StarTek, Inc.",Technology,Professional Services
STWD,"STARWOOD PROPERTY TRUST, INC.",Consumer Services,Real Estate Investment Trusts
STFC,State Auto Financial Corporation,Finance,Property-Casualty Insurers
STBZ,State Bank Financial Corporation.,Finance,Major Banks
STT,State Street Corporation,Finance,Major Banks
STO,Statoil ASA,Energy,Integrated oil Companies
GASS,"StealthGas, Inc.",Transportation,Marine Transportation
STLD,"Steel Dynamics, Inc.",Basic Industries,Steel/Iron Ore
SMRT,"Stein Mart, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
STML,"Stemline Therapeutics, Inc.",Health Care,Major Pharmaceuticals
SCL,Stepan Company,Basic Industries,Package Goods/Cosmetics
SRCL,"Stericycle, Inc.",Basic Industries,Environmental Services
STE,STERIS plc,Health Care,Industrial Specialties
STL,Sterling Bancorp,Finance,Major Banks
STRL,Sterling Construction Company Inc,Basic Industries,Military/Government/Technical
SHOO,"Steven Madden, Ltd.",Consumer Non-Durables,Shoe Manufacturing
STC,Stewart Information Services Corporation,Finance,Specialty Insurers
SF,Stifel Financial Corporation,Finance,Investment Bankers/Brokers/Service
STM,STMicroelectronics N.V.,Technology,Semiconductors
SYBT,"Stock Yards Bancorp, Inc.",Finance,Major Banks
SGY,Stone Energy Corporation,Energy,Oil & Gas Production
STON,StoneMor Partners L.P.,Consumer Services,Other Consumer Services
SRI,"Stoneridge, Inc.",Capital Goods,Auto Parts:O.E.M.
STOR,STORE Capital Corporation,Consumer Services,Real Estate Investment Trusts
STRP,Straight Path Communications Inc.,Public Utilities,Telecommunications Equipment
SSYS,"Stratasys, Ltd.",Technology,Computer peripheral equipment
STRA,"Strayer Education, Inc.",Consumer Services,Other Consumer Services
SYK,Stryker Corporation,Health Care,Medical/Dental Instruments
STB,Student Transportation Inc,Transportation,Other Transportation
RGR,"Sturm, Ruger & Company, Inc.",Capital Goods,Ordnance And Accessories
SPH,"Suburban Propane Partners, L.P.",Consumer Services,Other Specialty Stores
SCMP,"Sucampo Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SMFG,Sumitomo Mitsui Financial Group Inc,Finance,Commercial Banks
INN,"Summit Hotel Properties, Inc.",Consumer Services,Real Estate Investment Trusts
SMLP,"Summit Midstream Partners, LP",Public Utilities,Natural Gas Distribution
SNBC,"Sun Bancorp, Inc.",Finance,Commercial Banks
SUI,"Sun Communities, Inc.",Consumer Services,Real Estate Investment Trusts
SNHY,Sun Hydraulics Corporation,Capital Goods,Metal Fabrications
SLF,Sun Life Financial Inc.,Finance,Life Insurance
SXCP,"SunCoke Energy Partners, L.P.",Basic Industries,Steel/Iron Ore
SXC,"SunCoke Energy, Inc.",Basic Industries,Steel/Iron Ore
SU,Suncor Energy  Inc.,Energy,Integrated oil Companies
SNSS,"Sunesis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SUN,Sunoco LP,Energy,Oil Refining/Marketing
STKL,"SunOpta, Inc.",Consumer Services,Farming/Seeds/Milling
SPWR,SunPower Corporation,Technology,Semiconductors
SHO,"Sunstone Hotel Investors, Inc.",Consumer Services,Hotels/Resorts
STI,"SunTrust Banks, Inc.",Finance,Major Banks
SMCI,"Super Micro Computer, Inc.",Technology,Computer Manufacturing
SPN,"Superior Energy Services, Inc.",Energy,Oilfield Services/Equipment
SUP,"Superior Industries International, Inc.",Capital Goods,Auto Parts:O.E.M.
SGC,"Superior Uniform Group, Inc.",Consumer Non-Durables,Apparel
SUPN,"Supernus Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SVU,SuperValu Inc.,Consumer Non-Durables,Food Distributors
SPRT,"support.com, Inc.",Technology,EDP Services
SRDX,"Surmodics, Inc.",Health Care,Medical/Dental Instruments
SIVB,SVB Financial Group,Finance,Major Banks
SYKE,"Sykes Enterprises, Incorporated",Technology,EDP Services
SYMC,Symantec Corporation,Technology,Computer Software: Prepackaged Software
SYNC,"Synacor, Inc.",Technology,"Computer Software: Programming, Data Processing"
SYNL,Synalloy Corporation,Basic Industries,Steel/Iron Ore
SYNA,Synaptics Incorporated,Technology,Semiconductors
SNCR,"Synchronoss Technologies, Inc.",Technology,EDP Services
SYF,Synchrony Financial,Finance,Finance: Consumer Services
SGYP,"Synergy Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SYT,Syngenta AG,Basic Industries,Agricultural Chemicals
SNX,Synnex Corporation,Technology,Retail: Computer Software & Peripheral Equipment
SNPS,"Synopsys, Inc.",Technology,Computer Software: Prepackaged Software
SNV,Synovus Financial Corp.,Finance,Major Banks
SYNT,"Syntel, Inc.",Technology,EDP Services
SYMX,"Synthesis Energy Systems, Inc.",Basic Industries,Major Chemicals
SYY,Sysco Corporation,Consumer Non-Durables,Food Distributors
SYX,Systemax Inc.,Consumer Services,Catalog/Specialty Distribution
TROW,"T. Rowe Price Group, Inc.",Finance,Investment Bankers/Brokers/Service
TTOO,"T2 Biosystems, Inc.",Health Care,Medical/Dental Instruments
DATA,"Tableau Software, Inc.",Technology,Computer Software: Prepackaged Software
TAHO,"Tahoe Resources, Inc.",Basic Industries,Precious Metals
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,Technology,Semiconductors
TTWO,"Take-Two Interactive Software, Inc.",Technology,Computer Software: Prepackaged Software
TAL,TAL Education Group,Consumer Services,Other Consumer Services
TEP,"Tallgrass Energy Partners, LP",Public Utilities,Natural Gas Distribution
TNDM,"Tandem Diabetes Care, Inc.",Health Care,Medical/Dental Instruments
SKT,"Tanger Factory Outlet Centers, Inc.",Consumer Services,Real Estate Investment Trusts
TRX,Tanzanian Royalty Exploration Corporation,Basic Industries,Precious Metals
TRGP,"Targa Resources, Inc.",Public Utilities,Natural Gas Distribution
TGT,Target Corporation,Consumer Services,Department/Specialty Retail Stores
TARO,Taro Pharmaceutical Industries Ltd.,Health Care,Major Pharmaceuticals
TGB,Taseko Mines Limited,Basic Industries,Precious Metals
TTM,Tata Motors Ltd,Capital Goods,Auto Manufacturing
TCO,"Taubman Centers, Inc.",Consumer Services,Real Estate Investment Trusts
TMHC,Taylor Morrison Home Corporation,Capital Goods,Homebuilding
TCP,"TC PipeLines, LP",Public Utilities,Natural Gas Distribution
AMTD,TD Ameritrade Holding Corporation,Finance,Investment Bankers/Brokers/Service
TEL,TE Connectivity Ltd.,Consumer Non-Durables,Electronic Components
TISI,"Team, Inc.",Consumer Services,Other Consumer Services
TECD,Tech Data Corporation,Technology,Retail: Computer Software & Peripheral Equipment
FTI,TechnipFMC plc,Energy,Metal Fabrications
TTGT,"TechTarget, Inc.",Miscellaneous,Business Services
TK,Teekay Corporation,Transportation,Marine Transportation
TGP,Teekay LNG Partners L.P.,Consumer Services,Marine Transportation
TOO,Teekay Offshore Partners L.P.,Consumer Services,Marine Transportation
TNK,Teekay Tankers Ltd.,Consumer Services,Marine Transportation
GCI,TEGNA Inc.,Consumer Services,Newspapers/Magazines
TRC,Tejon Ranch Co,Finance,Real Estate
TEO,Telecom Argentina Stet - France Telecom S.A.,Public Utilities,Telecommunications Equipment
TI,Telecom Italia S.P.A.,Consumer Services,Telecommunications Equipment
TDY,Teledyne Technologies Incorporated,Capital Goods,Industrial Machinery/Components
TFX,Teleflex Incorporated,Health Care,Medical/Dental Instruments
VIV,Telefonica Brasil S.A.,Public Utilities,Telecommunications Equipment
TEF,Telefonica SA,Public Utilities,Telecommunications Equipment
TNAV,"Telenav, Inc.",Capital Goods,Industrial Machinery/Components
TDS,"Telephone and Data Systems, Inc.",Public Utilities,Telecommunications Equipment
TTEC,"TeleTech Holdings, Inc.",Technology,Professional Services
TU,TELUS Corporation,Public Utilities,Telecommunications Equipment
TS,Tenaris S.A.,Basic Industries,Steel/Iron Ore
TENX,"Tenax Therapeutics, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
THC,Tenet Healthcare Corporation,Health Care,Hospital/Nursing Management
TNC,Tennant Company,Technology,Industrial Machinery/Components
TEN,Tenneco Inc.,Capital Goods,Auto Parts:O.E.M.
TDC,Teradata Corporation,Technology,Computer Manufacturing
TER,"Teradyne, Inc.",Capital Goods,Electrical Products
TEX,Terex Corporation,Capital Goods,Construction/Ag Equipment/Trucks
TX,Ternium S.A.,Basic Industries,Steel/Iron Ore
TERP,"TerraForm Power, Inc.",Public Utilities,Electric Utilities: Central
TRNO,Terreno Realty Corporation,Finance,Real Estate
TBNK,Territorial Bancorp Inc.,Finance,Savings Institutions
TSRO,"TESARO, Inc.",Health Care,Major Pharmaceuticals
TESO,Tesco Corporation,Energy,Metal Fabrications
TSLA,"Tesla, Inc. ",Capital Goods,Auto Manufacturing
TTEK,"Tetra Tech, Inc.",Consumer Services,Military/Government/Technical
TTI,"Tetra Technologies, Inc.",Energy,Oil & Gas Production
TTPH,"Tetraphase Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
TEVA,Teva Pharmaceutical Industries Limited,Health Care,Major Pharmaceuticals
TCBI,"Texas Capital Bancshares, Inc.",Finance,Major Banks
TXN,Texas Instruments Incorporated,Technology,Semiconductors
TXRH,"Texas Roadhouse, Inc.",Consumer Services,Restaurants
TGH,Textainer Group Holdings Limited,Technology,Diversified Commercial Services
TXT,Textron Inc.,Capital Goods,Aerospace
TFSL,TFS Financial Corporation,Finance,Savings Institutions
TGTX,"TG Therapeutics, Inc.",Health Care,Major Pharmaceuticals
AES,The AES Corporation,Basic Industries,Electric Utilities: Central
ANDE,"The Andersons, Inc.",Consumer Services,Farming/Seeds/Milling
TBBK,"The Bancorp, Inc.",Finance,Major Banks
BX,The Blackstone Group L.P.,Finance,Investment Managers
CG,The Carlyle Group L.P.,Finance,Investment Managers
SCHW,The Charles Schwab Corporation,Finance,Investment Bankers/Brokers/Service
CAKE,The Cheesecake Factory Incorporated,Consumer Services,Restaurants
CHEF,"The Chefs&#39; Warehouse, Inc.",Consumer Non-Durables,Food Distributors
ENSG,"The Ensign Group, Inc.",Health Care,Hospital/Nursing Management
XONE,The ExOne Company,Capital Goods,Industrial Machinery/Components
FINL,"The Finish Line, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
FLIC,The First of Long Island Corporation,Finance,Major Banks
HABT,"The Habit Restaurants, Inc.",Consumer Services,Restaurants
HCKT,"The Hackett Group, Inc.",Consumer Services,Professional Services
HAIN,"The Hain Celestial Group, Inc.",Consumer Non-Durables,Packaged Foods
THG,"The Hanover Insurance Group, Inc.",Finance,Property-Casualty Insurers
KEYW,The KEYW Holding Corporation,Technology,EDP Services
MSG,The Madison Square Garden Company,Consumer Services,Services-Misc. Amusement & Recreation
MDCO,The Medicines Company,Health Care,Major Pharmaceuticals
MEET,"The Meet Group, Inc.",Consumer Services,Advertising
MIK,"The Michaels Companies, Inc.",Consumer Services,Recreational Products/Toys
MIDD,The Middleby Corporation,Technology,Industrial Machinery/Components
NAVG,"The Navigators Group, Inc.",Finance,Property-Casualty Insurers
PCLN,The Priceline Group Inc. ,Miscellaneous,Business Services
PRSC,The Providence Service Corporation,Consumer Services,Transportation Services
RUBI,"The Rubicon Project, Inc.",Technology,"Computer Software: Programming, Data Processing"
TRV,"The Travelers Companies, Inc.",Finance,Property-Casualty Insurers
ULTI,"The Ultimate Software Group, Inc.",Technology,Computer Software: Prepackaged Software
YORW,The York Water Company,Public Utilities,Water Supply
TXMD,"TherapeuticsMD, Inc.",Health Care,Major Pharmaceuticals
TBPH,"Theravance Biopharma, Inc.",Health Care,Major Pharmaceuticals
TMO,Thermo Fisher Scientific Inc,Capital Goods,Industrial Machinery/Components
THR,"Thermon Group Holdings, Inc.",Energy,Industrial Machinery/Components
TPRE,Third Point Reinsurance Ltd.,Finance,Property-Casualty Insurers
TRI,Thomson Reuters Corp,Consumer Services,Publishing
THO,"Thor Industries, Inc.",Consumer Non-Durables,Homebuilding
TDW,Tidewater Inc.,Consumer Services,Marine Transportation
TIER,"TIER REIT, Inc.",Consumer Services,Real Estate Investment Trusts
TIF,Tiffany & Co.,Consumer Services,Consumer Specialties
TTS,"Tile Shop Hldgs, Inc.",Consumer Services,Home Furnishings
TLYS,"Tilly&#39;s, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
TSU,TIM Participacoes S.A.,Public Utilities,Telecommunications Equipment
TIME,Time Inc.,Consumer Services,Newspapers/Magazines
TWX,Time Warner Inc.,Consumer Services,Television Services
TKR,Timken Company (The),Capital Goods,Metal Fabrications
TMST,Timken Steel Corporation,Basic Industries,Steel/Iron Ore
TWI,"Titan International, Inc.",Basic Industries,Steel/Iron Ore
TITN,Titan Machinery Inc.,Consumer Services,Other Specialty Stores
TTNP,"Titan Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TIVO,TiVo Corporation,Miscellaneous,Multi-Sector Companies
TJX,"TJX Companies, Inc. (The)",Consumer Services,Clothing/Shoe/Accessory Stores
TMUS,"T-Mobile US, Inc.",Public Utilities,Telecommunications Equipment
TOL,Toll Brothers Inc.,Capital Goods,Homebuilding
TMP,Tompkins Financial Corporation,Finance,Major Banks
TNXP,Tonix Pharmaceuticals Holding Corp.,Health Care,Major Pharmaceuticals
TR,"Tootsie Roll Industries, Inc.",Consumer Non-Durables,Specialty Foods
TMK,Torchmark Corporation,Finance,Life Insurance
TTC,Toro Company (The),Capital Goods,Tools/Hardware
TD,Toronto Dominion Bank (The),Finance,Commercial Banks
TOT,Total S.A.,Energy,Oil & Gas Production
TSS,"Total System Services, Inc.",Miscellaneous,Business Services
TOWR,"Tower International, Inc.",Capital Goods,Auto Parts:O.E.M.
TSEM,Tower Semiconductor Ltd.,Technology,Semiconductors
CLUB,"Town Sports International Holdings, Inc.",Consumer Services,Hotels/Resorts
TSQ,"Townsquare Media, Inc.",Consumer Services,Broadcasting
TM,Toyota Motor Corp Ltd Ord,Capital Goods,Auto Manufacturing
TSCO,Tractor Supply Company,Consumer Services,RETAIL: Building Materials
TACT,TransAct Technologies Incorporated,Technology,Computer peripheral equipment
TRP,TransCanada Corporation,Public Utilities,Natural Gas Distribution
TDG,Transdigm Group Incorporated,Capital Goods,Military/Government/Technical
TRXC,"TransEnterix, Inc.",Health Care,Medical/Dental Instruments
TGA,TransGlobe Energy Corporation,Energy,Oil & Gas Production
TLP,TransMontaigne Partners L.P.,Energy,Natural Gas Distribution
RIG,Transocean Ltd.,Energy,Oil & Gas Production
TGS,Transportadora De Gas Sa Ord B,Public Utilities,Natural Gas Distribution
TVPT,Travelport Worldwide Limited,Consumer Services,Transportation Services
TZOO,Travelzoo,Technology,EDP Services
TREC,Trecora Resources,Energy,Integrated oil Companies
TG,Tredegar Corporation,Capital Goods,Metal Fabrications
THS,"Treehouse Foods, Inc.",Consumer Non-Durables,Packaged Foods
TRVN,"Trevena, Inc.",Health Care,Major Pharmaceuticals
TREX,"Trex Company, Inc.",Basic Industries,Forest Products
TPH,"TRI Pointe Group, Inc.",Capital Goods,Homebuilding
TRCO,Tribune Media Company,Consumer Services,Broadcasting
TCBK,TriCo Bancshares,Finance,Major Banks
TRS,TriMas Corporation,Capital Goods,Industrial Specialties
TRMB,Trimble Inc.,Capital Goods,Industrial Machinery/Components
TNET,"TriNet Group, Inc.",Miscellaneous,Business Services
TRIB,Trinity Biotech plc,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TRN,"Trinity Industries, Inc.",Capital Goods,Railroads
TSE,Trinseo S.A.,Basic Industries,Major Chemicals
TRIP,"TripAdvisor, Inc.",Technology,"Computer Software: Programming, Data Processing"
GTS,Triple-S Management Corporation,Finance,Accident &Health Insurance
TGI,"Triumph Group, Inc.",Capital Goods,Aerospace
TROX,Tronox Limited,Basic Industries,Major Chemicals
TROV,"TrovaGene, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TBI,"TrueBlue, Inc.",Technology,Professional Services
TRUE,"TrueCar, Inc.",Technology,"Computer Software: Programming, Data Processing"
TRUP,"Trupanion, Inc.",Health Care,Medical Specialities
TRST,TrustCo Bank Corp NY,Finance,Major Banks
TRMK,Trustmark Corporation,Finance,Major Banks
TNP,Tsakos Energy Navigation Ltd,Transportation,Marine Transportation
TTMI,"TTM Technologies, Inc.",Technology,Electrical Products
TCX,Tucows Inc.,Technology,EDP Services
TUES,Tuesday Morning Corp.,Consumer Services,Department/Specialty Retail Stores
TOUR,Tuniu Corporation,Consumer Services,Transportation Services
